ico_name,ticker,platform,token,country,hardcap,softcap,raised,ih_hardcap,ih_softcap,ih_raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating,date_ended
Republic Protocol (REN),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-02-03
Ivy Project,IVY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Jun, 2018"
Festy,,Ethereum,ERC20,Ireland,45000000,2250000,N/A,N/A,N/A,N/A,-,1,1,-,-,4,Benchy,N/A,10,N/A,N/A,2.6,6.7,-,2.6,2018-11-28
Rethen Foundation,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-09-22
Ivy Project,IVY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Jun, 2018"
Rethen Foundation,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-09-22
TLINC,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-01
XBIT,,Ethereum,ERC20,Singapore,N/A,N/A,,N/A,N/A,N/A,-,1,1,-,-,4,Benchy,N/A,1,N/A,N/A,2.3,4.5,-,2.3,2018-07-30
Lottechain,LEN,N/A,"Available for sale: 9,000,000,000  (60%)",Indonesia,900,N/A,,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,N/A,10,N/A,N/A,2.1,7.6,-,2.1,2018-11-13
Coincooper,CCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
TLINC,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-01
Arbitrader,EXARB,N/A,N/A,N/A,N/A,N/A,N/A,50000000,50000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-31
SVT Chain,SVT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-12-30
Coinseed,,Ethereum,ERC20,USA,N/A,N/A,N/A,1000000000,150000000,N/A,-,2,2,-,-,8,N/A,N/A,10,N/A,N/A,N/A,7.5,-,N/A,2018-05-20
EXPO,EXPO,Ethereum,ERC20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,3,3,-,-,8,N/A,N/A,6,N/A,N/A,-,-,-,N/A,"May, 2018"
Fanship World,XFS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Aug, 2018"
GAMO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-30
Token Report,EDGE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,250000000,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-01-15
Susсoin (SUS),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-07
SHAREVEST,SVX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-31
Beam Wallet,BEAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Aug, 2018"
TILCOIN,,Ethereum,ERC20,Liechtenstein,30000000,10000000,N/A,N/A,N/A,N/A,-,-,-,-,-,3,Benchy,N/A,1,N/A,N/A,2.1,3.9,-,2.1,2018-11-30
OHAS,OHAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-12
DBI (PreICO),DBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.4,N/A,-,N/A,2018-02-15
ASKfm,ASKT,N/A,N/A,N/A,N/A,N/A,N/A,10000000000,1400000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Jun, 2018"
Verifer,SPY,Ethereum,ERC20,N/A,30000,1000,N/A,N/A,N/A,N/A,-,3,3,-,-,7,Benchy,N/A,1,N/A,N/A,1.8,4.7,-,1.8,2018-12-31
OHAS,OHAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-12
TIBRIX,TBRX,Ethereum,ERC20,Virgin Islands (British),"200,000,000",N/A,69956100000,N/A,N/A,N/A,-,1,1,-,-,1,Benchy,N/A,3,N/A,N/A,2.1,4.6,-,2.1,2018-09-12
XTock,,N/A,N/A,N/A,40000000,10000000,,4000000000,1000000000,N/A,-,1,1,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.2,2018-12-31
Fluke Coin,FLUK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-30
My Place X,MPXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.3,5.0,-,N/A,2018-12-15
XRPCONNECT,XRPC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.5,N/A,2018-02-20
TIBRIX,TBRX,Ethereum,ERC20,Virgin Islands (British),"200,000,000",N/A,69956100000,N/A,N/A,N/A,-,1,1,-,-,1,Benchy,N/A,3,N/A,N/A,2.1,4.6,-,2.1,2018-09-12
DBXChain,DBXC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-10-31
Fluke Coin,FLUK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-30
My Place X,MPXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.3,5.0,-,N/A,2018-12-15
Crip.to,X2X,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-31
Ethx,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-31
Stein Coin,,N/A,N/A,N/A,25000000,6500000,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.2,6.1,-,2.2,2018-12-18
B0x ICO,B0X,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Jun, 2018"
CD Currency,CD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10000000000,0,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
Taboow,TABU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Aug, 2018"
Angenium,ANG,Ethereum,ERC20,Estonia,N/A,N/A,N/A,1850940000,9122490000,N/A,-,1,1,-,-,5,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A,2018-12-31
YouGive,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Pungo,,Komodo,​Komodo,Georgia,3500000,N/A,3000000,N/A,N/A,N/A,-,-,-,-,-,6,Benchy,N/A,10,N/A,N/A,2.0,6.7,-,2.0,2018-11-15
SCRY.INFO,DDD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-06-19
Tap,,N/A,N/A,N/A,15000000,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.1,5.1,-,2.1,"Sep, 2018"
Pungo,,Komodo,​Komodo,Georgia,3500000,N/A,3000000,N/A,N/A,N/A,-,-,-,-,-,6,Benchy,N/A,10,N/A,N/A,2.0,6.7,-,2.0,2018-11-15
Myanmar Gold Coin,,N/A,N/A,N/A,55000000,N/A,,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.2,2018-11-30
Hosting Icos,HTS,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,-,4,4,-,-,N/A,Benchy,2.1,N/A,2.1,2.1,-,-,-,2.3,2018-10-15
WhatsHalal,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Trading Forest,TDF,N/A,N/A,N/A,1000000,100000,,N/A,N/A,N/A,-,1,1,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.2,2.8,-,2.2,2018-12-31
Hosting Icos,HTS,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,-,4,4,-,-,N/A,Benchy,2.1,N/A,2.1,2.1,-,-,-,2.3,2018-10-15
TronWatchMarket,TRX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-29
Fair Trade Cab,FTCT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Mar, 2018"
IPCHAIN Database,IPCHAIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2000000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-15
Parschain,PARS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-31
WishKnish,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Apr, 2018"
The Coffee Token (TCT),CST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-01
ECOMETH,EMET,N/A,N/A,N/A,N/A,N/A,N/A,30000,15000,N/A,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-11-08
Molix,MLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-10
4ACOIN,4AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-06-26
IoTBlock,BLXR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Jul, 2018"
MatrixChain,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-02-15
MINERDOG,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-02-28
CLEAR Token,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-04
DiCoblock,DICO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-10
EcoGEM Club,ECOGEM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-01
EASY WORK ICO,WORK,N/A,N/A,N/A,N/A,N/A,N/A,660000,40000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-12
SPIToken,SPIT,N/A,N/A,N/A,N/A,N/A,N/A,37500,17500,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-20
BloodChain,BLOOD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-01
Lina Review,LINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Jan, 2018"
Tessr Foundation,TSRX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-31
Airo Network,AIRO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Dec, 2018"
SPIToken,SPIT,N/A,N/A,N/A,N/A,N/A,N/A,37500,17500,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-20
Quadrant Assets ICO,QDA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"May, 2018"
NASR Tokens,NASR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-31
NASR Tokens,NASR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-31
Touch Social,TST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-15
Loom Network,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-07-30
PAPEL COIN,PAPEL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-07-08
Exterios,EXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-03
Vegan Nation,,N/A,N/A,N/A,N/A,N/A,N/A,6000000000,1000000000,N/A,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-22
XchangeCoin,XCC,NEO,NEO,Singapore,8500000,4000000,,N/A,N/A,N/A,-,-,-,-,-,6,Benchy,1.0,10,1.0,1.0,2.3,7.4,-,2.3,2018-08-16
Ethereum Soft,ESFT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-02-12
XchangeCoin,XCC,NEO,NEO,Singapore,8500000,4000000,,N/A,N/A,N/A,-,-,-,-,-,6,Benchy,1.0,10,1.0,1.0,2.3,7.4,-,2.3,2018-08-16
DAQBET,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
StateStreete,SNZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Nov, 2018"
Unicoin,UNC,Ethereum,N/A,N/A,30000000,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,7,Benchy,1.0,1,1.0,1.0,N/A,N/A,-,1.7,2018-12-31
Itex Exchange,ITEX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-22
NavalCoin,NAC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-11
StarPays,,Ethereum,ERC20,Singapore,N/A,N/A,,N/A,N/A,N/A,-,-,-,-,-,1,Benchy,N/A,1,N/A,N/A,2.1,2.8,-,2.1,2018-10-06
Itex Exchange,ITEX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-22
Global Crypto Gate,GCG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-12-31
Hospital Coin,HOSP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-12-30
Coinifinex,CFX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-30
Bittilo,BTLO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-31
Dogefather,DGTR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Koynce,KOYN,N/A,N/A,N/A,N/A,N/A,N/A,2000000000,200000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-30
IOVO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-31
Swiss Coin Gate Iceland (SCGFix),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-30
PHOENIX,PHNX,N/A,N/A,N/A,N/A,N/A,N/A,43500,13500,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-20
SAVVY,SAVVY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-31
Spectrum,SPT,Ethereum,ERC-20,Singapore,N/A,N/A,N/A,N/A,N/A,N/A,-,5,5,-,-,1,N/A,N/A,4,N/A,N/A,-,-,-,N/A,2018-12-15
QUEST BETS,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Sep, 2018"
Celes Chain,CCHN,N/A,N/A,N/A,N/A,N/A,N/A,1200000000,1000000000,83,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.0,8.9,-,N/A,2018-07-31
ORLAN,ORLAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Oct, 2018"
Help4Humanity,HELP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Oct, 2018"
Prestige Networx,PXCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-31
QUEST BETS,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Sep, 2018"
Estatein Limited,ESTI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
decentralend,DLD,Ethereum,ERC20,UAE,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,5,N/A,N/A,1,N/A,N/A,N/A,N/A,-,N/A,2018-04-10
The D Project ICO,RAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Aug, 2018"
Estatein Limited,ESTI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Artifical Nal Network,ANN,N/A,N/A,N/A,N/A,N/A,N/A,45000,20000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-30
Cryptomagz,CMZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-30
Bithium Coin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
Investbox,IBOX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-30
BrickEX,,Ethereum,ERC20,Netherlands,29500000,2000000,N/A,2950000000,200000000,N/A,-,3,3,-,-,8,Benchy,N/A,10,N/A,N/A,1.8,7.9,-,1.8,2018-11-30
Matox,MAT,Ethereum,ERC20,Singapore,500,200,,50000,20000,N/A,-,-,-,-,-,7,Benchy,N/A,1,N/A,N/A,1.7,5.6,-,1.7,2018-10-30
Atidium,ATD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Jul, 2018"
Clockpay,CLOC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-28
Ethershift,ESH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-16
Racing Pigeon Chain,RPC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-11-18
OceanSe,OSCA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-10
Drupe Coin,DPC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
Advertiza,TIZA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-22
iReview,RVC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-30
Satoshi Mobile Wallet,SMW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-24
ZIB Token,ZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-02
NTQ NETWORK,NTQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Sep, 2018"
Evolth,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-15
ADPower,ADP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-08
ISACoin,ISAC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-30
GitBit,GBT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-30
ZIB Token,ZIB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-02
