ico_name,ticker,platform,token,country,hardcap,softcap,raised,ih_hardcap,ih_softcap,ih_raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating,date_ended
HI-TEK,HIC,x13,X13,"USA, Singapore","10,000,000","5,000,000",,N/A,N/A,N/A,-,1,1,-,-,8,Benchy,N/A,1,N/A,N/A,2.8,5.9,-,2.8,2018-11-30
GoWithMi,,Ethereum,ERC20,Singapore,N/A,N/A,28743947,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,N/A,5,N/A,N/A,-,-,-,2.9,2018-12-31
HOM Nº 1,HOM1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-24
HI-TEK,HIC,x13,X13,"USA, Singapore","10,000,000","5,000,000",,N/A,N/A,N/A,-,1,1,-,-,8,Benchy,N/A,1,N/A,N/A,2.8,5.9,-,2.8,2018-11-30
GoWithMi,,Ethereum,ERC20,Singapore,N/A,N/A,28743947,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,N/A,5,N/A,N/A,-,-,-,2.9,2018-12-31
FingerPrint Coin,FGP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-11-24
Centric,UPS,Tron,TRC-20,UK,10000000,5000000,N/A,N/A,N/A,N/A,-,3,3,-,-,6,Benchy,N/A,10,N/A,N/A,N/A,N/A,-,3.2,2018-07-31
FingerPrint Coin,FGP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-11-24
Container,CNTR,Ethereum,ERC20,Switzerland,N/A,N/A,N/A,N/A,4000000,N/A,-,-,-,-,-,7,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A,2018-10-31
Nigeria investment platform (CARAT),CARAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-31
Bahiti,BHI,Scrypt,Scrypt,N/A,5479,N/A,,N/A,N/A,N/A,-,1,1,-,-,1,Benchy,N/A,10,N/A,N/A,2.7,4.8,-,2.7,2018-12-02
DAGNet,DNT,Ethereum,ERC20,Hong Kong,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,1,N/A,N/A,3,N/A,N/A,2.9,4.1,-,N/A,2018-12-25
Nigeria investment platform (CARAT),CARAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-31
Bahiti,BHI,Scrypt,Scrypt,N/A,5479,N/A,,N/A,N/A,N/A,-,1,1,-,-,1,Benchy,N/A,10,N/A,N/A,2.7,4.8,-,2.7,2018-12-02
DAGNet,DNT,Ethereum,ERC20,Hong Kong,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,1,N/A,N/A,3,N/A,N/A,2.9,4.1,-,N/A,2018-12-25
BESTKOIN,BSTK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-07
KYNSON,KYN,Ethereum,Utility,Hong Kong,8000000,5000000,5000000,800000000,500000000,N/A,-,1,1,-,-,8,Benchy,N/A,1,N/A,N/A,2.8,6.3,-,2.8,2018-12-31
Trademonk,TMNK,Ethereum,ERC20,Estonia,N/A,N/A,,N/A,N/A,N/A,-,1,1,-,-,8,Benchy,N/A,10,N/A,N/A,2.8,7.4,-,2.8,2018-11-30
BESTKOIN,BSTK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-07
KYNSON,KYN,Ethereum,Utility,Hong Kong,8000000,5000000,5000000,800000000,500000000,N/A,-,1,1,-,-,8,Benchy,N/A,1,N/A,N/A,2.8,6.3,-,2.8,2018-12-31
AREF,AREF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.0,4.9,-,N/A,2018-07-31
AREF,AREF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.0,4.9,-,N/A,2018-07-31
First Investment Token,FITX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,5.2,-,N/A,2018-12-27
OpenCryptoTrust,TPS,Ethereum,ERC20,Switzerland,93750000,N/A,,N/A,N/A,N/A,-,1,1,-,-,3,Benchy,4.0,10,4.0,4.5,2.9,5.7,-,2.9,2018-12-31
Phoenex,PHNEX,N/A,N/A,N/A,N/A,N/A,N/A,200000,100000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-24
TIPbot,TIP,Ethereum,ERC20,UK,200000,200,N/A,N/A,N/A,N/A,-,-,-,-,-,7,Benchy,2.6,10,2.1,2.5,2.5,8.1,-,2.5,2018-09-15
Phoenex,PHNEX,N/A,N/A,N/A,N/A,N/A,N/A,200000,100000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-24
DOJI Token,DOJI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000000000,16,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-29
BRUMH,BRUMH,Stellar,Stellar,South Africa,"46,800,000 XLM","20,000,000 XLM",,N/A,N/A,N/A,-,-,-,-,-,6,Benchy,N/A,4,N/A,N/A,2.8,5.8,-,2.8,2018-10-10
X-Power,,Ethereum,ERC20,Singapore,18800,2000,,N/A,N/A,N/A,-,2,2,-,-,8,Benchy,N/A,1,N/A,N/A,3.2,5.1,-,3.2,2018-12-11
TuDoLink,,N/A,N/A,N/A,224761,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,1,Benchy,N/A,9,N/A,N/A,2.7,4.4,-,2.7,2018-12-31
X-Power,,Ethereum,ERC20,Singapore,18800,2000,,N/A,N/A,N/A,-,2,2,-,-,8,Benchy,N/A,1,N/A,N/A,3.2,5.1,-,3.2,2018-12-11
Trashdation,TRH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-31
Activity ICO,ACTIVITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-15
Mass Industrial Miner,MASS,N/A,N/A,N/A,50000000,10000000,N/A,N/A,N/A,N/A,-,3,3,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,5.6,-,2.3,2018-12-31
Quixxi,QXE,Ethereum,ERC20,Australia,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,8,N/A,N/A,10,N/A,N/A,2.2,5.3,2.3,N/A,"Aug, 2018"
Omine,OM1,N/A,N/A,N/A,N/A,N/A,N/A,2500000,7500000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-29
FundMe Network,FNET,N/A,N/A,N/A,N/A,N/A,N/A,100000,50000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-06
Vixcore,VXCR,Ethereum,ERC20,South Korea,N/A,N/A,,N/A,N/A,N/A,-,-,-,-,-,9,Benchy,N/A,1,N/A,N/A,2.7,6.1,-,2.7,2018-12-31
Talketh,VOX,Ethereum,ERC20,Switzerland,"25,000,000 CHF","1,500,000 CHF",,N/A,N/A,N/A,-,1,1,-,-,5,Benchy,N/A,1,N/A,N/A,2.7,5.1,-,2.7,2018-10-05
Rental and Booking,RNB,N/A,N/A,N/A,N/A,N/A,N/A,100000,50000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-25
Lionstarter,LST,Ethereum,ERC20,Luxembourg,20000000,2500000,,N/A,N/A,N/A,-,1,1,-,-,8,Benchy,N/A,10,N/A,N/A,2.7,7.6,-,2.7,2018-12-01
Tenzorum,,Ethereum,ERC20,N/A,6750000,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,7,Benchy,4.0,10,4.0,4.0,3.0,7.2,-,3.0,"Sep, 2018"
EverID,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,7.3,-,N/A,2018-10-01
Newcater,,Ethereum,ERC20,Singapore,15000,5000,N/A,612000000,200000000,N/A,-,1,1,-,-,8,Benchy,N/A,10,N/A,N/A,2.8,N/A,-,2.8,2018-09-30
Tenzorum,,Ethereum,ERC20,N/A,6750000,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,7,Benchy,4.0,10,4.0,4.0,3.0,7.2,-,3.0,"Sep, 2018"
Ethereum Cash Pro,ECP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Apr, 2018"
UPI,UPI,N/A,N/A,N/A,400,200,,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.8,9.0,-,2.8,2018-11-27
MPH-ONE,,Ethereum,ERC20,China,30000000,20000000,N/A,N/A,N/A,N/A,-,1,1,-,-,1,Benchy,N/A,1,N/A,N/A,2.7,3.5,-,2.7,2018-08-17
Smart Node (SMT),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-03-31
Medibitcoin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,5.8,-,N/A,2018-12-24
ESO,,N/A,N/A,N/A,7350000,1000000,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.8,7.4,-,2.8,2018-12-16
Incoreum (PreICO),ICR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.6,4.8,2.7,N/A,2018-03-31
Fameone,FAME,Ethereum,ERC20,Switzerland,41250000,3000000,19550,4125000000,300000000,N/A,-,1,1,-,-,6,Benchy,N/A,10,N/A,N/A,2.4,7.6,-,2.4,2018-12-31
Titan Autonomous,,N/A,N/A,N/A,21000000,6000000,,200000000,600000000,N/A,-,1,1,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,7.2,-,2.7,"Dec, 2018"
Luxurium,LXMT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Nov, 2018"
D1 Coin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,4.9,-,N/A,"Nov, 2018"
POWERLOAN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-05
Greenhashes,GH,Waves,"Available for sale: 300,000,000 GH",N/A,N/A,N/A,300000,N/A,N/A,N/A,-,3,3,-,-,8,Benchy,N/A,10,N/A,N/A,2.4,7.2,-,2.4,2018-09-30
HFC Coin,HFC,N/A,N/A,N/A,40000000,4000000,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,5.3,-,2.3,2018-10-30
Gridcube,GPT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-10
APEX (CPX),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-02-28
Saltmine,NACL,Ethereum,ERC223,USA,N/A,"50,000,000",N/A,N/A,N/A,N/A,-,1,1,-,-,6,Benchy,N/A,10,N/A,N/A,2.4,6.7,-,2.4,"Dec, 2018"
Creative 3D Web,AVATZ,N/A,N/A,N/A,N/A,N/A,N/A,2200000000,500000000,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-31
Rapidzpay,,N/A,N/A,N/A,N/A,N/A,N/A,200000," 250.00 BTC",N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,"Dec, 2018"
Umbala Network,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,6.4,-,N/A,2018-09-30
PeCoin,,Ethereum,ERC20,USA,N/A,N/A,N/A,3900000000,1000000000,N/A,-,-,-,-,-,8,N/A,N/A,1,N/A,N/A,N/A,N/A,-,N/A,2018-05-31
XMP,,Ethereum,ERC20,Hong Kong,60000000,20000000,,6000000000,2000000000,N/A,-,-,-,-,-,1,Benchy,N/A,9,N/A,N/A,2.8,5.3,-,2.8,2018-11-30
Hostinkey,XHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-28
Corp,CORP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.3,3.7,-,N/A,2018-12-30
Hostinkey,XHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-28
LevelApp,,Ethereum,ERC20,Estonia,4080000,700000,,408000000,70000000,N/A,-,2,2,-,-,8,Benchy,N/A,10,N/A,N/A,-,-,-,2.9,2018-10-30
WANG TOKEN,WANGTOKEN,N/A,N/A,N/A,500,100,,50000,10000,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,4.8,-,2.7,2018-12-12
RWTStart,RWTS,N/A,N/A,N/A,N/A,N/A,N/A,170000000,20000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-10
Crypto Brokerage,,N/A,N/A,N/A,10000000,3000000,,N/A,N/A,N/A,-,2,2,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,6.7,-,2.7,2018-08-31
RingMusic,RMTK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-30
LIST101,LST,EOS,EOS,Denmark,21000000,N/A,,N/A,N/A,N/A,-,1,1,-,-,6,Benchy,N/A,1,N/A,N/A,2.4,4.9,-,2.4,2018-11-30
Central Gold Coin ICO,CGC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-15
Ganja Token,GANJA TOKEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-19
Central Gold Coin ICO,CGC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-15
WooshCoin.io,XWO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-10-15
Exosis,EXO,N/A,N/A,N/A,"2,000,000","1,000,000",10000000,N/A,N/A,N/A,-,2,2,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.2,2018-11-19
Remuneror,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-31
ARFREYR,,Ethereum,ERC-20,N/A,30000000,5000000,,N/A,N/A,N/A,-,4,4,-,-,9,Benchy,2.5,10,3.5,3.0,2.6,7.8,-,2.6,2018-09-30
IOD,IOD,N/A,N/A,N/A,N/A,N/A,N/A,80000,40000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-30
ARFREYR,,Ethereum,ERC-20,N/A,30000000,5000000,,N/A,N/A,N/A,-,4,4,-,-,9,Benchy,2.5,10,3.5,3.0,2.6,7.8,-,2.6,2018-09-30
Internet Node Token,INT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-02-15
BlockAble (ABL),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-03-15
LuuiHub (LHB),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Apr, 2018"
KINGS ICO,KNG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-30
The Man Cave,BRO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.4,4.4,-,N/A,2018-09-30
IoTon,ITN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Rascal,RCL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-15
BioLife,BIOT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-04
GOLDFund,,N/A,N/A,N/A,100000000,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.4,2018-12-31
Toexcoin,TOEX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-10
Nilex,NIX,Ethereum,ERC20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,6,N/A,N/A,10,N/A,N/A,2.4,6.7,-,N/A,2018-07-31
Keep Foundation,KEEP,N/A,N/A,N/A,N/A,N/A,N/A,3500000000,300000000,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Aug, 2018"
Box Of Data,BOD,N/A,N/A,N/A,7000000,2000000,6600000,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,6.0,-,2.3,2018-11-30
CyBet,CYBT,Ethereum,ERC20,Kenya,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,1,N/A,N/A,1,N/A,N/A,2.7,3.5,-,N/A,2018-12-11
Silk Road Mining,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,5.5,-,N/A,2018-11-20
BCEDEX,BCDX,Ethereum,ERC20,Russian Federation,30000,2500,,100000000,10000000,40,-,3,3,-,-,8,Benchy,N/A,10,N/A,N/A,2.6,7.9,-,2.6,2018-12-31
Placeh.io,PHL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2100000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-07-11
Primex,,Ethereum,ERC20,Lithuania,8000000,1000000,,800000000,100000000,N/A,-,1,1,-,-,1,Benchy,N/A,9,N/A,N/A,2.6,5.1,-,2.6,2018-11-10
QashBack,QBK,Ethereum,ERC20,Singapore,36000000,14000000,,N/A,N/A,N/A,-,2,2,-,-,8,Benchy,N/A,1,N/A,N/A,2.3,5.9,-,2.3,2018-12-30
Smart Signals,SST,N/A,N/A,N/A,N/A,N/A,N/A,500000000,1320000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Ethereum Secure,ETHSECURE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-31
LUDUM,LUD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-31
PLDGR,DN8,Ethereum,ERC20,Philippines,10000,1500,,1000000,150000,N/A,-,-,-,-,-,5,Benchy,N/A,10,N/A,N/A,2.3,7.0,-,2.3,2018-12-31
Monico,,Ethereum,ERC20,USA,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,8,Benchy,N/A,10,N/A,N/A,2.7,7.6,-,2.7,"Nov, 2018"
De Club,DEC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,3.9,-,N/A,2018-12-15
RHI Token,RHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-30
CyberTronServices,CTRX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-28
Fireball Token,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,''
FXCoin (FXC),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-03-11
RBC,RBC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.6,N/A,1.3,N/A,2018-05-04
Getseeds Token,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Jun, 2018"
Transition Coin,TGB,N/A,N/A,N/A,10000000,N/A,N/A,N/A,100000000,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,4.6,-,2.3,2018-12-31
Synapse AI,SYN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-06-14
Bizkey,BZKY,N/A,N/A,N/A,8000000,4500000,N/A,800000000,800000000,43,-,2,2,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.1,7.5,-,2.1,2018-12-10
SuperSkyNet,SSN,Ethereum,ERC-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,N/A,1,N/A,N/A,2.2,5.6,-,2.2,2018-10-30
Tresor.one,TOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-11-14
Zarfunds,ZFT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1150000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-26
CryptFillCoin,CFC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-12-22
AIPAY,AIPAY,Ethereum,ERC20,Singapore,500,250,,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,2.0,10,2.0,2.0,2.1,8.3,-,2.1,2018-12-20
DTRACK,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Dec, 2018"
Zarfunds,ZFT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1150000000,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-26
AIPAY,AIPAY,Ethereum,ERC20,Singapore,500,250,,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,2.0,10,2.0,2.0,2.1,8.3,-,2.1,2018-12-20
CryptFillCoin,CFC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-12-22
Becoin,BEC,N/A,N/A,N/A,N/A,N/A,N/A,3000000000,1000000000,46,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-12-31
SocialPolis,SPL,Ethereum,ERC20,Greece,N/A,2000000,N/A,N/A,N/A,N/A,-,1,1,-,-,6,Benchy,2.0,10,2.0,2.0,2.6,7.0,-,2.6,2018-03-31
SocialPolis,SPL,Ethereum,ERC20,Greece,N/A,2000000,N/A,N/A,N/A,N/A,-,1,1,-,-,6,Benchy,2.0,10,2.0,2.0,2.6,7.0,-,2.6,2018-03-31
Bitdraw,BTDW,Ethereum,ERC20,Sri Lanka,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,1,N/A,N/A,10,N/A,N/A,2.4,5.3,-,N/A,2018-10-01
Discoperi,,Ethereum,ERC20,Singapore,50000000,5000000,N/A,N/A,N/A,N/A,-,1,1,-,-,5,Benchy,N/A,10,N/A,N/A,2.6,7.0,-,2.6,2018-11-27
XGE token,XGE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-30
Render It Coin,,N/A,N/A,N/A,"25,000,000 ","5,000,000 ",,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.4,5.6,-,2.4,2018-11-30
Izzy,IZZY,Ethereum,Utility,USA,63000000,N/A,,N/A,N/A,N/A,-,-,-,-,-,1,Benchy,N/A,10,N/A,N/A,2.1,5.1,-,2.1,2018-12-30
