ico_name,ticker,platform,token,country,hardcap,softcap,raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating,ih_end_date

The Veris Foundation,,N/A,N/A,N/A,363,000 NEO,28,000 NEO,Unknown,N/A,2800000,N/A,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.6,3.7,2.9,2.6,2018-03-25
Coal Industry Coin,,N/A,N/A,N/A,N/A,N/A,37213381 USD,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,3.7,5.4,-,3.7,2018-06-24
BandZ,BNZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,7.6,-,N/A,2018-09-30
BIG Foundation,BIG,N/A,N/A,N/A,50000 ETH,1000 ETH,Unknown,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,Benchy,3.0,N/A,2.0,3.0,2.3,5.1,2.4,2.3,2018-11-01
BlueGold,BG,Ethereum,ERC20,Malte,3000000 USD,50000 USD,Unknown,N/A,N/A,N/A,-,-,-,VERY LOW,-,3,Benchy,N/A,8,N/A,N/A,2.6,5.9,-,2.6,2018-12-31
CBDoken,CBD,Ethereum,ERC20,Austria,10,000,000 EUR,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,5,Benchy,2.7,9,1.0,2.3,2.5,6.5,-,2.5,2018-11-30
Craftmelon,с,N/A,N/A,N/A,N/A,N/A,N/A,400000000,300000000,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-15
SETOKEN (SET),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-30
SETOKEN (SET),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-30
Tempow,TEMP,Ethereum,ERC20,Singapore,30000000 USD,1000000 USD,1250000 USD,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,3,Benchy,N/A,10,N/A,N/A,2.4,6.5,-,2.4,2018-10-05
TokenAI,TAI,Ethereum,ERC20,USA,55000000 USD,N/A,N/A,5500000000,4500000000,N/A,-,-,-,-,-,3,Benchy,3.0,10,3.0,4.0,2.6,6.2,2.8,2.6,2018-02-15
DCX,DCX,Ethereum,ERC20,Netherlands,80000 ETH,2000 ETH,Unknown,N/A,N/A,N/A,HIGH,-,-,-,-,8,Benchy,2.0,10,1.6,2.6,2.2,7.4,2.2,2.2,2018-01-18
Veritas Mining,VRTM,N/A,N/A,N/A,100000 ETH,3500 ETH,N/A,10000000,175000,2%,VERY HIGH,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.1,6.8,2.4,2.1,2018-01-03
DCX,DCX,Ethereum,ERC20,Netherlands,80000 ETH,2000 ETH,Unknown,N/A,N/A,N/A,HIGH,-,-,-,-,8,Benchy,2.0,10,1.6,2.6,2.2,7.4,2.2,2.2,2018-01-18
Discoveroo ICO,DCO,N/A,N/A,N/A,N/A,N/A,N/A,1050000000,300000000,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.1,4.0,2.5,N/A,2018-03-18
CodeCoin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-15
CryptoStarter (PreICO),CST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.6,5.3,2.7,N/A,2018-05-09
MOOVER,MOVE,N/A,N/A,India,50000000 USD,5000000 USD,50918694 USD,N/A,N/A,N/A,-,-,-,-,-,6,Benchy,1.1,3.8,2.5,3.1,1.9,4.9,2.0,1.9,2018-04-20
Hupplat,HUP,Ethereum,ERC20,Turkey,4400 ETH,96 ETH,Unknown,N/A,N/A,N/A,VERY LOW,MEDIUM,MEDIUM,-,VERY LOW,8,Benchy,3.0,10,2.0,2.0,3.0,7.7,-,3.0,2018-10-31
8 Circuit Studios,8BT,N/A,N/A,N/A,5000000 USD,N/A,4902268590 ETH,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.9,5.9,2.0,3.9,2018-10-31
Cognida,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.4,2.1,-,N/A,2018-08-10
MatchDiary,MDR,Ethereum,ERC20,Cyprus,N/A,500000 USD,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,6,Benchy,1.8,5,2.0,2.5,2.4,6.4,-,2.6,2018-11-30
8 Circuit Studios,8BT,N/A,N/A,N/A,5000000 USD,N/A,4902268590 ETH,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.9,5.9,2.0,3.9,2018-10-31
MatchDiary,MDR,Ethereum,ERC20,Cyprus,N/A,500000 USD,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,6,Benchy,1.8,5,2.0,2.5,2.4,6.4,-,2.6,2018-11-30
Crypto Alias,ALS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,5.1,2.9,N/A,2018-02-20
Action Coin,ACTN,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,MEDIUM,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,2.0,N/A,2.0,2.0,-,-,-,2.3,2018-04-01
WTO Foundation,WTO,N/A,N/A,N/A,13333333 USD,N/A,Unknown,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.1,2.8,-,2.1,2018-04-30
VR Platform OKO,OKO,N/A,N/A,N/A,80000000 USD,N/A,Unknown,N/A,N/A,100%,-,LOW,LOW,-,LOW,N/A,Benchy,2.0,N/A,1.5,2.0,2.5,5.4,3.0,2.5,2018-05-01
VR Platform OKO,OKO,N/A,N/A,N/A,80000000 USD,N/A,Unknown,N/A,N/A,100%,-,LOW,LOW,-,LOW,N/A,Benchy,2.0,N/A,1.5,2.0,2.5,5.4,3.0,2.5,2018-05-01
HAB,,N/A,N/A,N/A,13000000 USD,3000000 USD,N/A,1300000000,300000000,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.9,5.5,-,2.9,2018-09-28
Dopamine,DOPA,Ethereum,N/A,Israel,N/A,N/A,Unknown,N/A,N/A,N/A,-,-,-,-,VERY LOW,1,Benchy,2.7,10,2.5,3.0,2.3,3.7,2.3,2.3,2018-01-31
Hackrod,HRD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-30
First Crypto ETF,FCTF,N/A,N/A,N/A,65,000,000,N/A,N/A,N/A,2210000000,8%,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,1.7,6.3,2.5,1.7,2018-03-31
CoinMarketAlert ICO,CMA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-09-30
Green List Standard,GLS,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.2,4.8,2.4,2.2,2018-01-31
Green List Standard,GLS,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.2,4.8,2.4,2.2,2018-01-31
ZOMBI COIN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-15
CryoGen,CRYO,N/A,N/A,Russia,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,-,3,Benchy,1.0,5.8,1.0,1.0,2.5,4.4,1.8,2.5,2018-03-15
DealBox,DLBX,Ethereum,ERC20,USA,500,000,000,N/A,Unknown,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,N/A,9,N/A,N/A,2.4,7.2,2.8,2.4,2018-01-19
Kala Token,KALA,N/A,N/A,N/A,N/A,N/A,7500000 USD,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.0,3.1,2.4,2.0,2018-03-31
Daily Coin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,8.0,2.9,N/A,2018-01-30
RadioYo,RAO,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,1000000000,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.6,4.0,2.3,N/A,2018-08-02
Kicking Off: War For Peace,OKF,N/A,N/A,N/A,N/A,N/A,N/A,250000000,150000000,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-02-01
Future1Coin ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-06-30
Alchemint ICO,SDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,-,-,-,LOW,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.1,2018-06-17
EOS Auction,EAP,N/A,N/A,N/A,N/A,5000000 USD,N/A,N/A,500000000,N/A,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.4,5.6,-,2.4,2018-10-12
EMI Foundation,,N/A,N/A,N/A,50000 ETH,N/A,N/A,N/A,N/A,N/A,-,-,-,-,LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.2,5.3,-,2.2,2018-10-03
Startima,STAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000000000,0%,LOW,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-01-03
Startima,STAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000000000,0%,LOW,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-01-03
ORION TOKEN,ORN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-01
OneRoot,RNT,N/A,N/A,N/A,36000 ETH,N/A,18000000 USD,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.1,2018-01-04
Real Land ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-02-05
Lescovex,LCX,Ethereum,ERC20,Spain,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,7,Benchy,N/A,2,N/A,N/A,2.2,5.8,3.4,2.2,2018-04-19
Orch(ORC),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.4,6.2,-,N/A,2018-06-26
FreeMark,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,1,Benchy,N/A,10,N/A,N/A,2.4,4.6,-,2.4,Jun, 2018
Gaming Stars CLOSED,GMST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.4,6.5,-,N/A,2018-12-30
MSC,MSC,N/A,N/A,N/A,N/A,N/A,5337587 USD,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.0,5.3,-,2.0,2018-06-26
SilverBit ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,-,N/A,2018-04-17
Uchit ICO,UCHT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,8.1,-,N/A,Jun, 2018
Frink,FRINK,N/A,N/A,USA,8,110,000,000 EUR,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,1,Benchy,N/A,8,N/A,N/A,2.3,4.0,-,2.3,2018-04-30
Uchit ICO,UCHT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,8.1,-,N/A,Jun, 2018
u.cash,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-01-06
Lightning Crypto,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-01
Xclusive Coin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-01
KAPEX,KPX,Ethereum,ERC20,Belarus, Russia,5000000 USD,N/A,Unknown,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,LOW,8,Benchy,N/A,10,N/A,N/A,2.3,7.6,-,2.3,2018-08-30
Waracoin (WAC),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-03-28
Bitcoiin 2Gen,B2G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-03-25
Deep Gold,DEEP,Ethereum,ERC20,Hong Kong,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,VERY LOW,VERY LOW,-,VERY LOW,5,N/A,N/A,3,N/A,N/A,2.3,5.6,2.0,N/A,2018-08-31
Waracoin (WAC),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-03-28
Bitcoiin 2Gen,B2G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-03-25
Majato Project,MJT,N/A,N/A,N/A,60,000,000,800,000,N/A,1000000000,80000000,N/A,VERY LOW,-,-,-,VERY LOW,N/A,Benchy,2.6,N/A,2.1,4.6,2.9,6.0,3.2,2.9,2018-02-03
Blockchain Taxi ICO,BCT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.6,6.9,2.5,N/A,2018-02-20
Clears,CLRS,Ethereum,ERC20,Hong Kong,50000 ETH,25000 ETH,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,LOW,7,Benchy,N/A,10,N/A,N/A,2.1,7.9,-,2.1,2018-10-26
BillPoker,,N/A,N/A,N/A,21000000 USD,N/A,N/A,N/A,7000000,0%,-,-,-,-,VERY LOW,7,Benchy,1.0,6,1.0,1.0,2.0,5.5,-,2.0,2018-02-26
BillPoker,,N/A,N/A,N/A,21000000 USD,N/A,N/A,N/A,7000000,0%,-,-,-,-,VERY LOW,7,Benchy,1.0,6,1.0,1.0,2.0,5.5,-,2.0,2018-02-26
Cointrade,CTT,Ethereum,ERC20,Spain,25,000,000,5000000 USD,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,4,Benchy,N/A,10,N/A,N/A,2.2,6.3,-,2.2,Jul, 2018
SkyPay,SKYS,SCRYPT POW,SCRYPT POW,UK,25000000 USD,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,1,Benchy,N/A,1,N/A,N/A,2.3,3.5,-,2.3,2018-04-08
Greentoken,GTN,Ethereum,ERC20,Kazakhstan,N/A,100000 USD,Unknown,N/A,2000000000,150%,VERY HIGH,VERY LOW,VERY LOW,-,VERY HIGH,8,Benchy,2.0,10,1.0,1.0,2.6,8.1,-,2.6,Dec, 2018
EYERON FAITH,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-30
Forecast,FCT,N/A,N/A,N/A,50000000 USD,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,4.9,-,2.3,2018-04-30
AlchemyByte ICO,ALB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,6.3,2.0,N/A,2018-01-15
Synexcoin (SYC),SYC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,7.2,3.3,N/A,2018-04-14
Cronuscoins (CRO),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,4.0,-,N/A,2018-11-29
Synexcoin (SYC),SYC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,7.2,3.3,N/A,2018-04-14
Cronuscoins (CRO),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,4.0,-,N/A,2018-11-29
Fizcal,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,4.2,-,N/A,2018-07-03
SecurityPlusCloud,,Ethereum,500,000,000 SPC (50%),Marshall Islands,250000000 USD,N/A,Unknown,N/A,25000000000,N/A,-,-,-,-,-,6,Benchy,N/A,1,N/A,N/A,2.1,5.2,1.9,2.1,2018-01-30
Canabio,CNB,Ethereum,N/A,UK,40000000 USD,4000000 USD,Unknown,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,2,Benchy,1.0,3,1.0,3.0,2.5,3.7,2.1,2.5,2018-12-15
FISHBANK,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-03-18
Arevalor,ORB,Ethereum,ERC20,USA,160,000,000,N/A,Unknown,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,-,1,Benchy,2.0,10,2.0,1.0,2.4,5.5,-,2.4,2018-10-15
Rix ICO,RIX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.3,3.5,-,N/A,2018-04-30
Arevalor,ORB,Ethereum,ERC20,USA,160,000,000,N/A,Unknown,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,-,1,Benchy,2.0,10,2.0,1.0,2.4,5.5,-,2.4,2018-10-15
Proxishares,,Ethereum,ERC20,Switzerland,N/A,N/A,N/A,1000000000,500000000,N/A,-,-,-,VERY LOW,VERY LOW,1,N/A,N/A,1,N/A,N/A,2.2,3.5,-,N/A,2018-12-15
Vega AI Solutions,VEGA,N/A,N/A,N/A,N/A,N/A,N/A,900000000,60000000,97%,VERY HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.8,N/A,2018-01-07
Yezcoin.com,YEZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10000000000,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,7.3,-,N/A,Sep, 2018
Foleum,FOL,N/A,N/A,N/A,N/A,N/A,N/A,240000000,240000000,N/A,-,LOW,LOW,-,VERY LOW,7,N/A,N/A,4,N/A,N/A,2.4,5.5,-,N/A,2018-07-12
SiGame ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-27
LiveContracts,LTO,Waves,60,000,000 LTO (60%),Netherlands,5200000 USD,N/A,N/A,N/A,4000000000,4%,-,VERY LOW,VERY LOW,-,VERY HIGH,6,Benchy,5.0,10,5.0,5.0,2.1,6.2,2.7,3.2,Jul, 2018
Bitway,BTWN,Ethereum,ERC20,Norway,21,000,000,2,000,000,Unknown,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,4,Benchy,1.0,1,1.0,1.0,1.9,4.2,-,1.9,2018-08-27
ExsulCoin,XUL,Ethereum,ERC20,N/A,144000 ETH,N/A,10000000 USD,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,6,Benchy,1.0,1,1.0,2.0,2.4,5.1,1.7,2.4,2018-03-14
BunnyToken,BUNNY,N/A,N/A,N/A,N/A,N/A,8488950 USD,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,1.9,N/A,1.5,1.9,-,-,-,2.0,2018-05-25
Bitlem Network Token,BTLM,N/A,N/A,N/A,N/A,N/A,N/A,5000000000,300000000,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.0,6.1,-,N/A,2018-06-08
Speed Mining Service,SMS,N/A,N/A,N/A,150,000,N/A,Unknown,20000000,32000000,6%,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,2.0,N/A,2.0,2.0,-,-,-,2.2,2018-01-08
Loki Network,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,Apr, 2018
Appay,APY,Ethereum,N/A,Canada,N/A,5000000 USD,Unknown,N/A,500000000,N/A,-,VERY LOW,VERY LOW,-,-,1,Benchy,N/A,7,N/A,N/A,2.1,3.6,1.8,2.1,2018-01-30
Cannovation IFO (DAB),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-31
Digital Credit ICO,DGCT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.6,4.2,-,N/A,2018-07-02
Fast Access Blockchain,FAB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.0,2018-02-25
Universal Brand,WAT,N/A,N/A,N/A,30,000,000,10,000,000,Unknown,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.0,4.7,1.7,2.0,2018-02-14
Bionic,BNC,Ethereum,ERC20,USA,75000 ETH,20000 ETH,Unknown,N/A,600000000,N/A,MEDIUM,MEDIUM,MEDIUM,-,-,7,Benchy,1.0,1,1.0,2.0,-,-,-,2.2,2018-09-30
Merge,,Ethereum,ERC20,Estonia,9,000,000 EUR,3,000,000 EUR,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,6,Benchy,N/A,8,N/A,N/A,2.2,6.3,-,2.2,2018-09-30
SNOWDEN-COIN,SNOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,-,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,3.6,-,N/A,2018-10-24
Hub Token,HUB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,2.2,5.3,-,N/A,2018-07-01
Adenium,ADE,Ethereum,ERC20,Switzerland,N/A,N/A,1924809 USD,N/A,N/A,N/A,-,-,-,-,-,5,Benchy,N/A,1,N/A,N/A,1.8,4.0,-,1.8,2018-04-18
Hub Token,HUB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,2.2,5.3,-,N/A,2018-07-01
BASIS NEURO ICO,BNST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.5,7.5,2.6,N/A,2018-08-01
Earthmedz,ETD,Ethereum,ERC20,Australia,21000000 USD,3000000 USD,N/A,N/A,N/A,N/A,-,-,-,-,LOW,8,Benchy,N/A,1,N/A,N/A,2.1,5.9,0.9,2.1,2018-05-20
HEALTHY COIN,HLCN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,1.8,3.2,-,N/A,2018-06-16
KohinoorCrypto,KCM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.9,N/A,2018-04-15
Bezop Network,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LOW,HIGH,HIGH,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-01-10
Social Media Income (PreICO),SMI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.1,4.0,2.7,N/A,2018-04-01
EcoPole ICO,EPC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.2,4.1,-,N/A,2018-09-01
Travvil,TVV,Ethereum,ERC20,Poland, UK, Singapore,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,1,N/A,N/A,10,N/A,N/A,2.2,5.1,-,N/A,2018-06-20
