ico_name,ticker,platform,token,country,hardcap,softcap,raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating
BitRent,,Ethereum,ERC20,UK,100000 ETH,3500 ETH,14627210 USD,VERY HIGH,MEDIUM,MEDIUM,-,LOW,7,Benchy,3.0,8.1,3.1,4.2,-,-,-,3.4
Crypto Hunt ICO,CH,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,8.4,4.2,N/A
Articlex,ARTX,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,MEDIUM,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
FundRequest,FND,N/A,N/A,N/A,N/A,N/A,N/A,LOW,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
LendingStar Exchange,LST,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Crowd for Angels,ANGEL,N/A,N/A,N/A,"50,000,000 GBP",N/A,13734245 USD,-,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.9,7.4,-,2.9
CFun,CFUN,N/A,N/A,N/A,15000000 USD,4500000 USD,15000000 USD,HIGH,MEDIUM,MEDIUM,HIGH,-,N/A,Benchy,4.0,N/A,4.0,4.0,-,-,-,2.7
Tomocoin,TMC,Ethereum,ERC20,Singapore,7500000 USD,N/A,8500000 USD,-,-,-,VERY HIGH,-,8,Benchy,4.6,10,4.2,4.5,-,-,-,3.7
Sandblock,SAT,Ethereum,ERC20,France,8000000 USD,2000000 USD,Unknown,LOW,HIGH,HIGH,-,LOW,9,Benchy,4.1,10,4.0,4.0,4.0,8.8,4.0,4.0
JointEDU,JOI,Ethereum,ERC20,Thailand,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,3,Benchy,N/A,1,N/A,N/A,2.0,3.7,-,2.0
Libra Credit,LBA,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.3
VirtualStaking,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
FundRequest,FND,N/A,N/A,N/A,N/A,N/A,N/A,LOW,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Sandblock,SAT,Ethereum,ERC20,France,8000000 USD,2000000 USD,Unknown,LOW,HIGH,HIGH,-,LOW,9,Benchy,4.1,10,4.0,4.0,4.0,8.8,4.0,4.0
Graft Pre-ICO,GRF,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Requitix,RQX,Ethereum,"Available for sale:60,000,000 RQX (51%)",USA,50000 ETH,3000 ETH,Unknown,LOW,-,-,-,-,7,Benchy,2.9,10,3.6,3.9,2.6,7.4,3.3,2.6
VIEW,VIEW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Equitybase,BASE,Ethereum,ERC20,Hong Kong,N/A,N/A,N/A,MEDIUM,HIGH,HIGH,MEDIUM,VERY LOW,10,N/A,N/A,10,N/A,N/A,-,-,-,N/A
Hatch Crypto,EGG,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.9,4.8,-,N/A
EXCHAIN by EnvisionX,EXT,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,VERY HIGH,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.9,7.4,-,N/A
Betrium,BTRM,Ethereum,ERC20,Russia,125000 ETH,5000 ETH,1482000 USD,VERY HIGH,LOW,LOW,-,-,8,Benchy,3.2,6.9,3.1,3.9,-,-,-,3.2
REANIMATOR,RNM,N/A,N/A,N/A,1960000 USD,980000 USD,2673249 USD,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,N/A,-,2.7
Envion,EVN,N/A,N/A,N/A,N/A,N/A,100012279 USD,VERY HIGH,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,2.8,N/A,2.8,3.2,-,-,-,2.8
ArchiCoin,ARCHI,Ethereum,ERC20,Russia,20000000 USD,N/A,Unknown,VERY HIGH,MEDIUM,MEDIUM,VERY HIGH,VERY LOW,8,Benchy,3.0,10,2.0,4.0,2.9,8.3,4.0,2.9
Nuka Token,NKT,N/A,N/A,N/A,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.8,5.0,-,2.8
Dragonglass,DGS,N/A,N/A,N/A,30000 ETH,N/A,1000000 USD,VERY LOW,LOW,LOW,-,MEDIUM,N/A,Benchy,3.6,N/A,3.2,3.1,-,-,-,3.4
Naviaddress,NAVI,Ethereum,ERC20,Cyprus,20000000 USD,N/A,16900000 USD,-,HIGH,HIGH,-,LOW,9,Benchy,4.4,10,3.9,4.4,-,-,-,4.0
WIKIBITS,WIKI,Ethereum,ERC-20,N/A,N/A,N/A,Unknown,LOW,-,-,LOW,-,6,Benchy,N/A,1,N/A,N/A,2.8,4.9,3.2,2.8
DeepWater Treasure Recovery,DWT,N/A,N/A,N/A,282000000 USD,34000000 USD,Unknown,MEDIUM,VERY LOW,VERY LOW,MEDIUM,-,N/A,Benchy,4.0,N/A,3.0,3.0,2.5,7.6,-,2.5
Anti Derivative,ADVT,N/A,N/A,N/A,50000000 USD,100000 USD,Unknown,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.8,2.6,-,2.8
Dragonglass,DGS,N/A,N/A,N/A,30000 ETH,N/A,1000000 USD,VERY LOW,LOW,LOW,-,MEDIUM,N/A,Benchy,3.6,N/A,3.2,3.1,-,-,-,3.4
WIKIBITS,WIKI,Ethereum,ERC-20,N/A,N/A,N/A,Unknown,LOW,-,-,LOW,-,6,Benchy,N/A,1,N/A,N/A,2.8,4.9,3.2,2.8
DeepWater Treasure Recovery,DWT,N/A,N/A,N/A,282000000 USD,34000000 USD,Unknown,MEDIUM,VERY LOW,VERY LOW,MEDIUM,-,N/A,Benchy,4.0,N/A,3.0,3.0,2.5,7.6,-,2.5
SCAM Network,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Anti Derivative,ADVT,N/A,N/A,N/A,50000000 USD,100000 USD,Unknown,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.8,2.6,-,2.8
Synthium Health,,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,7.7,4.0,N/A
BCShop,BCS,Ethereum,ERC20,N/A,60000 ETH,N/A,1725500200000000000 ETH,HIGH,HIGH,HIGH,-,-,7,Benchy,3.1,6.2,3.2,3.5,3.1,7.4,3.5,3.1
SOFIN,SOFIN,N/A,N/A,Russia,9500000 USD,1000000 USD,1302414 USD,VERY HIGH,LOW,LOW,-,-,9,Benchy,3.5,9,3.7,3.7,3.7,7.7,3.1,3.7
TE-FOOD,TEC,Ethereum,ERC20,Switzerland,N/A,N/A,19100000 USD,HIGH,-,-,HIGH,-,10,Benchy,3.9,9,3.8,3.8,-,-,-,3.6
BERITH,BRT,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Synthium Health,,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,7.7,4.0,N/A
Origin Trail,TRACE,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY HIGH,VERY HIGH,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,3.7,N/A,-,N/A
BCShop,BCS,Ethereum,ERC20,N/A,60000 ETH,N/A,1725500200000000000 ETH,HIGH,HIGH,HIGH,-,-,7,Benchy,3.1,6.2,3.2,3.5,3.1,7.4,3.5,3.1
SOFIN,SOFIN,N/A,N/A,Russia,9500000 USD,1000000 USD,1302414 USD,VERY HIGH,LOW,LOW,-,-,9,Benchy,3.5,9,3.7,3.7,3.7,7.7,3.1,3.7
Live Stars,LIVE,N/A,N/A,N/A,5000000 USD,500000 USD,2518564 USD,LOW,MEDIUM,MEDIUM,-,VERY LOW,N/A,Benchy,2.6,N/A,3.5,3.9,-,-,-,3.0
AdMine,MEDIACOIN,Ethereum,ERC20,UK,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,VERY LOW,-,8,Benchy,4.3,6,3.8,3.8,3.3,6.9,3.6,3.3
TE-FOOD,TEC,Ethereum,ERC20,Switzerland,N/A,N/A,19100000 USD,HIGH,-,-,HIGH,-,10,Benchy,3.9,9,3.8,3.8,-,-,-,3.6
UnitedFans ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.0,8.9,3.2,N/A
TRUST CASH,TRUSTC,N/A,N/A,N/A,120000000 USD,60000000 USD,N/A,-,-,-,-,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.4,3.8,-,2.4
Inspeer,INSP,N/A,N/A,Cyprus,30000000 USD,N/A,7000000 USD,HIGH,LOW,LOW,-,VERY LOW,7,Benchy,4.5,10,3.4,3.5,3.4,7.6,4.0,3.4
Gimmer,GMR,Ethereum,"Available for sale:100,000,000 GMR (90%)",Gibraltar,"30,000,000","12,000,000",N/A,VERY HIGH,MEDIUM,MEDIUM,-,LOW,8,Benchy,2.9,8.1,3.1,3.1,-,-,-,3.2
Giftz.io (PreICO),,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,5.2,3.8,N/A
PUBLIQ ICO,PBQ,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.4,7.9,4.0,N/A
JOLYY,JOY,Ethereum,ERC20,Bulgaria,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,VERY LOW,7,Benchy,3.8,9,4.0,4.6,3.6,7.7,3.8,3.6
Virtonomics,,Ethereum,ERC20,Russia,N/A,N/A,N/A,MEDIUM,VERY LOW,VERY LOW,-,VERY LOW,8,Benchy,2.0,2,3.1,4.0,2.2,7.7,2.8,2.6
Nukleus,NUK,Ethereum,ERC20,US,18800 ETH,2000 ETH,N/A,MEDIUM,HIGH,HIGH,-,-,9,Benchy,N/A,10,N/A,N/A,3.2,8.4,-,3.2
Nodelancer,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Weis,,Ethereum,ERC-20,Singapore,N/A,N/A,N/A,-,-,-,-,-,1,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A
Engyo,ENGYO,Ethereum,ERC20,Romania,1500 ETH,1000 ETH,Unknown,-,-,-,-,VERY LOW,1,Benchy,N/A,1,N/A,N/A,2.9,3.0,-,2.9
Argyle,RGL,Ethereum,ERC20,N/A,27000000 USD,15000000 USD,Unknown,-,-,-,-,LOW,6,Benchy,1.0,7,1.0,1.0,2.7,7.0,-,2.7
NVA,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Box2Table,B2C,Ethereum,ERC20,United States,41000000 USD,5000000 USD,Unknown,MEDIUM,-,-,MEDIUM,-,8,Benchy,N/A,6,N/A,N/A,3.0,7.6,-,3.0
Borneo First,BMG,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,8.8,-,N/A
CVerification,CVER,Ethereum,ERC20,Germany,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,6,Benchy,3.0,10,3.5,4.5,2.0,7.7,-,2.0
NVA,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Box2Table,B2C,Ethereum,ERC20,United States,41000000 USD,5000000 USD,Unknown,MEDIUM,-,-,MEDIUM,-,8,Benchy,N/A,6,N/A,N/A,3.0,7.6,-,3.0
GRAPHGRAIL,GAI,Ethereum,"Available for sale:100,000,000 GAI (50%)",British Virgin Islands,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,VERY LOW,7,N/A,N/A,1,N/A,N/A,2.9,5.4,3.5,N/A
Districts,3DC,Separate blockchain,"Available for sale:150,000,000 3DC (75%)",N/A,"150,000,000","30,000,000",10300000 USD,HIGH,-,-,-,-,9,Benchy,3.8,10,3.7,3.4,3.3,8.4,3.7,3.3
HUYUcoin,HUYU,Waves,Waves,South Africa,"650,000,000",N/A,Unknown,-,VERY LOW,VERY LOW,-,-,2,Benchy,N/A,1,N/A,N/A,2.6,3.7,-,2.6
Etherbanking (EBC),,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Silent Notary,SNTR,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Storiqa ICO,STQ,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,VERY HIGH,VERY HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Genaro Support Program,GNX,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
AlfaToken,ALFA,Ethereum,"Available for sale:2,450,000 ALFA",Singapore,7000000 USD,500000 USD,N/A,HIGH,LOW,LOW,-,VERY LOW,7,Benchy,5.0,8,4.0,4.0,3.3,7.9,-,3.3
BlockMesh,MESH,Ethereum,ERC20,Mauritius,10000000 USD,1000000 USD,3486451 USD,-,VERY HIGH,VERY HIGH,-,LOW,9,Benchy,5.0,5,3.4,4.0,-,-,-,3.6
Fan Controlled Football League (FCFL),FAN,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,2.5,8.3,3.9,N/A
EverMarkets,,N/A,N/A,N/A,N/A,N/A,N/A,LOW,-,-,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
TruePlay ICO,WINCOIN/WNC,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,8.9,-,N/A
Zealeum,ZEAL,Ethereum,ERC20,UK,50000000 USD,5000000 USD,Unknown,MEDIUM,LOW,LOW,-,VERY LOW,7,Benchy,N/A,7,N/A,N/A,3.5,7.1,-,3.5
Tesoro,ORO,Ethereum,ERC20,United Arab Emirates,N/A,N/A,5000000 USD,-,VERY LOW,VERY LOW,VERY LOW,-,4,Benchy,1.0,10,1.0,1.0,2.4,6.2,-,2.4
Silent Notary,SNTR,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Fan Controlled Football League (FCFL),FAN,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,2.5,8.3,3.9,N/A
EverMarkets,,N/A,N/A,N/A,N/A,N/A,N/A,LOW,-,-,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Bitcomo,BM,Waves,"Available for sale:122,400,000 BM (72%)",Singapore,N/A,N/A,3731609 USD,VERY HIGH,-,-,-,LOW,6,Benchy,3.7,6,3.4,3.4,-,-,-,3.1
TokenSpeed,TSP,Waves,Waves,Singapore,N/A,N/A,654000 USD,MEDIUM,LOW,LOW,VERY LOW,VERY LOW,7,Benchy,1.0,1,2.0,3.0,1.8,4.7,-,1.8
BCDiploma,BCDT,N/A,N/A,N/A,12500 ETH,1800 ETH,1670922180000000000 ETH,HIGH,LOW,LOW,-,MEDIUM,N/A,Benchy,4.1,N/A,3.7,4.1,-,-,-,3.5
BCDiploma,BCDT,N/A,N/A,N/A,12500 ETH,1800 ETH,1670922180000000000 ETH,HIGH,LOW,LOW,-,MEDIUM,N/A,Benchy,4.1,N/A,3.7,4.1,-,-,-,3.5
DocTailor,DOCT,Ethereum,ERC20,United Kingdom,40000000 USD,1000000 USD,N/A,HIGH,VERY LOW,VERY LOW,HIGH,-,10,Benchy,2.6,8,2.7,2.6,-,-,-,2.6
BITHEUM,,X11,X11,Cyprus,"1,903 BTC",400 BTC,Unknown,LOW,-,-,LOW,-,8,Benchy,N/A,9,N/A,N/A,2.7,7.9,-,2.7
Mavin,MVN,Ethereum,ERC20,Switzerland,32000 ETH,N/A,Unknown,VERY HIGH,-,-,-,-,8,Benchy,3.8,10,3.1,3.2,3.3,8.6,4.0,3.3
Luxcess Group,LXC,N/A,N/A,N/A,5250000 USD,500000 USD,Unknown,VERY HIGH,-,-,-,-,N/A,Benchy,4.3,N/A,3.6,3.7,3.7,8.6,4.1,3.7
Praator (PreICO),SAFC,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.1,3.3,1.8,N/A
Crypto Improvement Fund ICO,CIF,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
ARNA Panacea,ARNA,N/A,N/A,N/A,40000000 USD,1000000 USD,0836252593875550000045000000 ETH,VERY HIGH,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,3.8,N/A,4.1,3.7,3.3,8.0,3.7,3.3
Rpay,RTK,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.2,3.3,3.5,2.7
Karma TGE,KIT,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.8,6.8,3.4,N/A
ViMarket,,Ethereum,ERC20,UK,N/A,"50,000,000",Unknown,VERY HIGH,LOW,LOW,-,LOW,7,Benchy,4.0,6.5,3.0,3.0,2.9,6.6,3.3,2.9
CRYPTOHIT,GACR,Ethereum,ERC20,Cyprus,28500000 USD,5000000 USD,1080412 USD,LOW,-,-,LOW,-,10,Benchy,3.0,10,2.0,2.0,3.5,9.3,-,3.5
CoinSelf,CSF,Ethereum,ERC20,UK,"28,253,000",N/A,N/A,-,-,-,-,-,10,Benchy,3.3,2,3.3,3.3,3.2,7.2,-,3.2
Breezecoin,BRZE,Ethereum,ERC20,USA,N/A,N/A,N/A,-,-,-,VERY LOW,-,8,N/A,N/A,3,N/A,N/A,-,-,-,N/A
Cryptonetix ICO,CRYPTONETIX,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.8,N/A
Global Wasp,GLOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Beluga Pay,BBI,N/A,N/A,N/A,100000 ETH,N/A,4000000 USD,VERY HIGH,MEDIUM,MEDIUM,-,VERY LOW,N/A,Benchy,4.0,N/A,3.0,3.0,-,-,-,3.0
Fund Platform,FUND,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,7.2,3.6,N/A
FRASINDO,FRAS,N/A,N/A,Indonesia,N/A,N/A,158845 USD,VERY HIGH,-,-,VERY HIGH,-,7,Benchy,N/A,10,N/A,N/A,-,-,-,2.9
Augmate,MATE,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,6.3,4.2,N/A
Zamanat (PreICO),ZAMANAT TOKEN,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,7.9,3.7,N/A
Thrive ICO,THRT,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Shipowner.io,,N/A,N/A,N/A,50000 ETH,5000 ETH,Unknown,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.8,5.2,4.3,2.8
Citizen Health,MDX,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.5,7.2,-,N/A
x8,X8X,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
SocialX,SOCX,Ethereum,ERC20,Singapore,2000000 USD,200000 USD,1916465 USD,MEDIUM,MEDIUM,MEDIUM,-,LOW,8,Benchy,3.0,8,3.0,3.0,-,-,-,3.0
StockBet,,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,N/A,3.6,N/A
Etheera,ETA,N/A,N/A,N/A,105000 ETH,N/A,26615 USD,HIGH,LOW,LOW,HIGH,-,N/A,Benchy,3.3,N/A,2.7,3.0,-,-,-,3.4
Aeternum Coin,AET,N/A,N/A,N/A,N/A,N/A,Unknown,VERY HIGH,-,-,VERY HIGH,-,N/A,Benchy,3.0,N/A,2.0,3.0,2.9,4.6,0.5,2.9
Citizen Health,MDX,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.5,7.2,-,N/A
DIGITHOTH TOKEN,DGT,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.6,5.1,-,N/A
MeetCoin,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
BeefCoin,BEEF,"Waves,Ethereum","Available for sale:2,000,000 BEEF (50%)",Russia,2000000 USD,100000 USD,Unknown,MEDIUM,VERY LOW,VERY LOW,-,-,7,Benchy,2.2,8,2.4,1.9,2.4,7.2,2.2,2.4
OPEN PLATFORM,OPEN,N/A,N/A,N/A,30000000 USD,N/A,N/A,VERY LOW,-,-,VERY LOW,-,N/A,Benchy,3.7,N/A,4.1,4.3,-,-,-,3.1
Yumerium,YUM,Ethereum,ERC20,British Virgin Islands,20000000 USD,3000000 USD,3000001 USD,HIGH,MEDIUM,MEDIUM,VERY HIGH,VERY LOW,8,Benchy,4.0,8,2.9,4.1,3.8,8.7,-,3.8
Yumerium,YUM,Ethereum,ERC20,British Virgin Islands,20000000 USD,3000000 USD,3000001 USD,HIGH,MEDIUM,MEDIUM,VERY HIGH,VERY LOW,8,Benchy,4.0,8,2.9,4.1,3.8,8.7,-,3.8
FintruX,FTX,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Darenta,PROD,Ethereum,ERC20,Russia,198198 ETH,N/A,Unknown,-,-,-,-,-,7,Benchy,2.0,5,3.5,2.0,2.8,6.2,2.8,2.8
EtherSpin,SPIN,Ethereum,ERC20,Switzerland,"10,000,000","1,000,000",Unknown,VERY HIGH,-,-,VERY LOW,-,2,Benchy,N/A,10,N/A,N/A,2.8,6.0,-,2.8
Golden Resources (GDR),,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Stellargoldcoin,XLMGOLD,Ethereum,ERC20,India,20000000 USD,2000000 USD,Unknown,-,-,-,-,-,8,Benchy,2.5,10,2.0,3.0,2.6,8.1,-,2.6
EnGameChain,EGC,Ethereum,ERC20,Singapore,20000 ETH,13000 ETH,Unknown,-,-,-,-,VERY LOW,1,Benchy,2.0,1,2.0,2.0,2.7,3.0,-,2.7
BitMinutes,,Ethereum,ERC20,USA,30000000 USD,2000000 USD,Unknown,-,MEDIUM,MEDIUM,VERY LOW,LOW,8,Benchy,4.3,10,2.9,3.9,-,-,-,2.8
BitPlay ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,MEDIUM,MEDIUM,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.7,7.2,-,N/A
Webcoin,WEB,Waves,N/A,Bulgaria,17376 ETH,600 ETH,357650 USD,-,LOW,LOW,VERY HIGH,-,10,Benchy,2.6,5,2.7,3.0,-,-,-,2.9
Lendoit,LOAN,Ethereum,ERC20,N/A,N/A,N/A,Unknown,VERY HIGH,-,-,-,VERY LOW,7,Benchy,N/A,7,N/A,N/A,2.9,6.8,4.1,2.9
Mango Startups,MANGO,N/A,N/A,N/A,"40,000,000",N/A,300000 USD,VERY HIGH,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,3.7,N/A,3.2,3.6,3.4,6.9,3.5,3.4
Pinnacle Brilliance,BRIL,N/A,N/A,N/A,N/A,N/A,2000000 USD,-,LOW,LOW,-,-,N/A,Benchy,4.0,N/A,4.0,5.0,2.7,5.3,3.8,2.7
Drivero,DRIVERO,Ethereum,ERC20,Germany,N/A,500 ETH,Unknown,VERY LOW,VERY LOW,VERY LOW,VERY LOW,-,5,Benchy,1.0,1,1.0,1.0,2.0,4.7,2.4,2.0
EvoChain,ECHO,Ethereum,ERC20,USA,75787 ETH,1000 ETH,012 USD,HIGH,-,-,-,-,5,Benchy,N/A,10,N/A,N/A,3.2,7.2,-,3.2
Curacoin,CRC,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.7,1.7,-,N/A
Lendoit,LOAN,Ethereum,ERC20,N/A,N/A,N/A,Unknown,VERY HIGH,-,-,-,VERY LOW,7,Benchy,N/A,7,N/A,N/A,2.9,6.8,4.1,2.9
Mango Startups,MANGO,N/A,N/A,N/A,"40,000,000",N/A,300000 USD,VERY HIGH,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,3.7,N/A,3.2,3.6,3.4,6.9,3.5,3.4
